Area Name,Year,Month,Regional Unemployment Rate
San Joaquin County,2015,April,9.1
San Luis Obispo County,2015,April,4.5
San Mateo County,2015,April,3.4
Santa Barbara County,2015,April,4.9
Santa Clara County,2015,April,4.1
Santa Cruz County,2015,April,8.0
Shasta County,2015,April,8.0
Sierra County,2015,April,9.4
Siskiyou County,2015,April,9.4
Solano County,2015,April,6.1
Sonoma County,2015,April,4.4
Stanislaus County,2015,April,10.1
Sutter County,2015,April,11.7
Tehama County,2015,April,8.0
Trinity County,2015,April,8.7
Tulare County,2015,April,11.6
Tuolumne County,2015,April,7.2
Ventura County,2015,April,5.3
Yolo County,2015,April,6.3
Yuba County,2015,April,9.6
Alameda County,2015,May,4.7
Alpine County,2015,May,8.2
Amador County,2015,May,6.4
Butte County,2015,May,6.9
Calaveras County,2015,May,6.3
Colusa County,2015,May,13.4
Contra Costa County,2015,May,4.9
Del Norte County,2015,May,8.1
El Dorado County,2015,May,5.7
Fresno County,2015,May,9.9
Glenn County,2015,May,8.6
Humboldt County,2015,May,5.3
Imperial County,2015,May,24.0
Inyo County,2015,May,5.4
Kern County,2015,May,10.2
Kings County,2015,May,10.0
Lake County,2015,May,7.1
Lassen County,2015,May,6.9
Los Angeles County,2015,May,6.9
Madera County,2015,May,10.4
Marin County,2015,May,3.4
Mariposa County,2015,May,6.4
Mendocino County,2015,May,5.3
Merced County,2015,May,11.3
Modoc County,2015,May,8.1
Mono County,2015,May,8.2
Monterey County,2015,May,7.0
Napa County,2015,May,4.2
Nevada County,2015,May,5.4
Orange County,2015,May,4.4
Placer County,2015,May,5.0
Plumas County,2015,May,9.3
Riverside County,2015,May,6.5
Sacramento County,2015,May,5.9
San Benito County,2015,May,7.8
San Bernardino County,2015,May,6.4
San Diego County,2015,May,5.1
San Francisco County,2015,May,3.6
San Joaquin County,2015,May,8.5
San Luis Obispo County,2015,May,4.5
San Mateo County,2015,May,3.4
Santa Barbara County,2015,May,4.8
Santa Clara County,2015,May,4.1
Santa Cruz County,2015,May,6.8
Shasta County,2015,May,7.6
Sierra County,2015,May,8.6
Siskiyou County,2015,May,8.5
Solano County,2015,May,6.0
Sonoma County,2015,May,4.3
Stanislaus County,2015,May,9.6
Sutter County,2015,May,10.8
Tehama County,2015,May,7.8
Trinity County,2015,May,7.4
Tulare County,2015,May,10.8
Tuolumne County,2015,May,6.8
Ventura County,2015,May,5.3
Yolo County,2015,May,6.1
Yuba County,2015,May,9.1
Alameda County,2015,June,5.0
Alpine County,2015,June,9.0
Amador County,2015,June,6.6
Butte County,2015,June,7.6
Calaveras County,2015,June,6.5
Colusa County,2015,June,13.1
Contra Costa County,2015,June,5.3
Del Norte County,2015,June,8.4
El Dorado County,2015,June,5.8
Fresno County,2015,June,10.1
Glenn County,2015,June,9.1
Humboldt County,2015,June,5.6
Imperial County,2015,June,25.1
Inyo County,2015,June,5.5
Kern County,2015,June,10.7
Kings County,2015,June,10.7
Lake County,2015,June,7.4
Lassen County,2015,June,6.8
Los Angeles County,2015,June,6.9
Madera County,2015,June,10.5
Marin County,2015,June,3.7
Mariposa County,2015,June,5.9
Mendocino County,2015,June,5.6
Merced County,2015,June,11.3
Modoc County,2015,June,7.6
Mono County,2015,June,6.9
Monterey County,2015,June,6.7
Napa County,2015,June,4.4
Nevada County,2015,June,5.5
Orange County,2015,June,4.7
Placer County,2015,June,5.2
Plumas County,2015,June,8.7
Riverside County,2015,June,7.0
Sacramento County,2015,June,6.2
San Benito County,2015,June,7.5
San Bernardino County,2015,June,6.9
San Diego County,2015,June,5.4
San Francisco County,2015,June,3.8
San Joaquin County,2015,June,9.1
San Luis Obispo County,2015,June,4.8
San Mateo County,2015,June,3.6
Santa Barbara County,2015,June,5.1
Santa Clara County,2015,June,4.3
Santa Cruz County,2015,June,6.6
Shasta County,2015,June,7.7
Sierra County,2015,June,8.1
Siskiyou County,2015,June,8.4
Solano County,2015,June,6.3
Sonoma County,2015,June,4.6
Stanislaus County,2015,June,9.9
Sutter County,2015,June,10.7
Tehama County,2015,June,8.1
Trinity County,2015,June,7.0
Tulare County,2015,June,11.4
Tuolumne County,2015,June,7.0
Ventura County,2015,June,5.7
Yolo County,2015,June,6.4
Yuba County,2015,June,9.4
Alameda County,2015,July,5.1
Alpine County,2015,July,8.3
Amador County,2015,July,6.6
Butte County,2015,July,7.7
Calaveras County,2015,July,6.7
Colusa County,2015,July,11.4
Contra Costa County,2015,July,5.4
Del Norte County,2015,July,8.7
El Dorado County,2015,July,5.9
Fresno County,2015,July,9.9
Glenn County,2015,July,9.4
Humboldt County,2015,July,6.0
Imperial County,2015,July,27.8
Inyo County,2015,July,5.7
Kern County,2015,July,10.3
Kings County,2015,July,9.8
Lake County,2015,July,7.5
Lassen County,2015,July,6.9
Los Angeles County,2015,July,7.2
Madera County,2015,July,10.4
Marin County,2015,July,3.9
Mariposa County,2015,July,5.8
Mendocino County,2015,July,5.7
Merced County,2015,July,10.9
Modoc County,2015,July,7.9
Mono County,2015,July,5.7
Monterey County,2015,July,6.5
Napa County,2015,July,4.5
Nevada County,2015,July,5.7
Orange County,2015,July,4.8
Placer County,2015,July,5.4
Plumas County,2015,July,8.5
Riverside County,2015,July,7.4
Sacramento County,2015,July,6.4
San Benito County,2015,July,7.1
San Bernardino County,2015,July,7.1
San Diego County,2015,July,5.6
San Francisco County,2015,July,3.9
San Joaquin County,2015,July,8.9
San Luis Obispo County,2015,July,5.1
San Mateo County,2015,July,3.7
Santa Barbara County,2015,July,5.2
Santa Clara County,2015,July,4.4
Santa Cruz County,2015,July,6.6
Shasta County,2015,July,7.8
Sierra County,2015,July,7.9
Siskiyou County,2015,July,8.4
Solano County,2015,July,6.5
Sonoma County,2015,July,4.7
Stanislaus County,2015,July,9.5
Sutter County,2015,July,9.5
Tehama County,2015,July,8.4
Trinity County,2015,July,7.1
Tulare County,2015,July,11.5
Tuolumne County,2015,July,7.1
Ventura County,2015,July,6.0
Yolo County,2015,July,6.4
Yuba County,2015,July,9.2
Alameda County,2015,August,4.8
Alpine County,2015,August,7.5
Amador County,2015,August,6.2
Butte County,2015,August,7.0
Calaveras County,2015,August,6.1
Colusa County,2015,August,9.8
Contra Costa County,2015,August,5.1
Del Norte County,2015,August,8.1
El Dorado County,2015,August,5.4
Fresno County,2015,August,9.1
Glenn County,2015,August,8.2
Humboldt County,2015,August,5.6
Imperial County,2015,August,27.3
Inyo County,2015,August,5.3
Kern County,2015,August,9.4
Kings County,2015,August,9.1
Lake County,2015,August,6.8
Lassen County,2015,August,6.5
Los Angeles County,2015,August,6.7
Madera County,2015,August,9.2
Marin County,2015,August,3.6
Mariposa County,2015,August,5.3
Mendocino County,2015,August,5.3
Merced County,2015,August,9.6
Modoc County,2015,August,7.2
Mono County,2015,August,5.3
Monterey County,2015,August,5.9
Napa County,2015,August,4.3
Nevada County,2015,August,5.2
Orange County,2015,August,4.6
Placer County,2015,August,5.0
Plumas County,2015,August,7.8
Riverside County,2015,August,7.1
Sacramento County,2015,August,6.0
San Benito County,2015,August,6.6
San Bernardino County,2015,August,6.6
San Diego County,2015,August,5.3
San Francisco County,2015,August,3.7
San Joaquin County,2015,August,8.2
San Luis Obispo County,2015,August,4.9
San Mateo County,2015,August,3.4
Santa Barbara County,2015,August,5.0
Santa Clara County,2015,August,4.2
Santa Cruz County,2015,August,6.1
Shasta County,2015,August,7.2
Sierra County,2015,August,7.2
Siskiyou County,2015,August,7.7
Solano County,2015,August,6.0
Sonoma County,2015,August,4.4
Stanislaus County,2015,August,8.5
Sutter County,2015,August,8.5
Tehama County,2015,August,7.5
Trinity County,2015,August,6.3
Tulare County,2015,August,10.7
Tuolumne County,2015,August,6.6
Ventura County,2015,August,5.9
Yolo County,2015,August,6.0
Yuba County,2015,August,8.3
Alameda County,2015,September,4.4
Alpine County,2015,September,7.6
Amador County,2015,September,5.7
Butte County,2015,September,6.2
Calaveras County,2015,September,5.8
Colusa County,2015,September,9.1
Contra Costa County,2015,September,4.7
Del Norte County,2015,September,7.1
El Dorado County,2015,September,5.1
Fresno County,2015,September,8.4
Glenn County,2015,September,6.9
Humboldt County,2015,September,4.8
Imperial County,2015,September,25.5
Inyo County,2015,September,5.0
Kern County,2015,September,8.8
Kings County,2015,September,8.4
Lake County,2015,September,6.5
Lassen County,2015,September,5.8
Los Angeles County,2015,September,6.2
Madera County,2015,September,8.4
Marin County,2015,September,3.3
Mariposa County,2015,September,5.0
Mendocino County,2015,September,4.9
Merced County,2015,September,8.4
Modoc County,2015,September,6.7
Mono County,2015,September,5.5
Monterey County,2015,September,5.5
Napa County,2015,September,3.8
Nevada County,2015,September,4.8
Orange County,2015,September,4.2
Placer County,2015,September,4.6
Plumas County,2015,September,7.1
Riverside County,2015,September,6.5
Sacramento County,2015,September,5.6
San Benito County,2015,September,6.1
San Bernardino County,2015,September,6.1
San Diego County,2015,September,4.9
San Francisco County,2015,September,3.4
San Joaquin County,2015,September,7.7
San Luis Obispo County,2015,September,4.4
San Mateo County,2015,September,3.2
Santa Barbara County,2015,September,4.6
Santa Clara County,2015,September,3.9
Santa Cruz County,2015,September,5.6
Shasta County,2015,September,6.7
Sierra County,2015,September,6.3
Siskiyou County,2015,September,7.2
Solano County,2015,September,5.6
Sonoma County,2015,September,4.0
Stanislaus County,2015,September,7.9
Sutter County,2015,September,8.3
Tehama County,2015,September,6.7
Trinity County,2015,September,5.9
Tulare County,2015,September,10.1
Tuolumne County,2015,September,6.2
Ventura County,2015,September,5.6
Yolo County,2015,September,5.5
Yuba County,2015,September,7.8
Alameda County,2015,October,4.5
Alpine County,2015,October,7.9
Amador County,2015,October,6.0
Butte County,2015,October,6.2
Calaveras County,2015,October,5.9
Colusa County,2015,October,10.7
Contra Costa County,2015,October,4.7
Del Norte County,2015,October,7.6
El Dorado County,2015,October,5.2
Fresno County,2015,October,9.2
Glenn County,2015,October,6.6
Humboldt County,2015,October,5.0
Imperial County,2015,October,24.9
Inyo County,2015,October,5.3
Kern County,2015,October,8.9
Kings County,2015,October,9.4
Lake County,2015,October,7.2
Lassen County,2015,October,5.5
Los Angeles County,2015,October,6.0
Madera County,2015,October,9.2
Marin County,2015,October,3.4
Mariposa County,2015,October,5.8
Mendocino County,2015,October,5.2
Merced County,2015,October,9.0
Modoc County,2015,October,7.1
Mono County,2015,October,6.6
Monterey County,2015,October,5.8
Napa County,2015,October,4.3
Nevada County,2015,October,5.0
Orange County,2015,October,4.3
Placer County,2015,October,4.7
Plumas County,2015,October,7.7
Riverside County,2015,October,6.4
Sacramento County,2015,October,5.6
San Benito County,2015,October,6.4
San Bernardino County,2015,October,6.1
San Diego County,2015,October,5.0
San Francisco County,2015,October,3.5
San Joaquin County,2015,October,8.0
San Luis Obispo County,2015,October,4.4
San Mateo County,2015,October,3.3
Santa Barbara County,2015,October,4.9
Santa Clara County,2015,October,4.0
Santa Cruz County,2015,October,5.7
Shasta County,2015,October,6.8
Sierra County,2015,October,6.3
Siskiyou County,2015,October,7.4
Solano County,2015,October,5.6
Sonoma County,2015,October,4.2
Stanislaus County,2015,October,8.4
Sutter County,2015,October,8.8
Tehama County,2015,October,6.6
Trinity County,2015,October,6.3
Tulare County,2015,October,10.6
Tuolumne County,2015,October,6.3
Ventura County,2015,October,5.4
Yolo County,2015,October,5.9
Yuba County,2015,October,7.9
Alameda County,2015,November,4.4
Alpine County,2015,November,6.8
Amador County,2015,November,6.2
Butte County,2015,November,6.6
Calaveras County,2015,November,5.9
Colusa County,2015,November,15.8
Contra Costa County,2015,November,4.6
Del Norte County,2015,November,8.1
El Dorado County,2015,November,5.3
Fresno County,2015,November,9.8
Glenn County,2015,November,7.9
Humboldt County,2015,November,5.1
Imperial County,2015,November,23.4
Inyo County,2015,November,5.8
Kern County,2015,November,9.4
Kings County,2015,November,10.2
Lake County,2015,November,7.4
Lassen County,2015,November,6.5
Los Angeles County,2015,November,5.7
Madera County,2015,November,10.3
Marin County,2015,November,3.3
Mariposa County,2015,November,7.0
Mendocino County,2015,November,5.6
Merced County,2015,November,11.0
Modoc County,2015,November,7.8
Mono County,2015,November,6.6
Monterey County,2015,November,7.7
Napa County,2015,November,4.9
Nevada County,2015,November,5.1
Orange County,2015,November,4.2
Placer County,2015,November,4.7
Plumas County,2015,November,10.1
Riverside County,2015,November,6.1
Sacramento County,2015,November,5.5
San Benito County,2015,November,6.9
San Bernardino County,2015,November,5.8
San Diego County,2015,November,4.8
San Francisco County,2015,November,3.4
San Joaquin County,2015,November,8.5
San Luis Obispo County,2015,November,4.5
San Mateo County,2015,November,3.2
Santa Barbara County,2015,November,5.3
Santa Clara County,2015,November,3.9
Santa Cruz County,2015,November,7.0
Shasta County,2015,November,7.1
Sierra County,2015,November,7.2
Siskiyou County,2015,November,8.8
Solano County,2015,November,5.7
Sonoma County,2015,November,4.2
Stanislaus County,2015,November,8.8
Sutter County,2015,November,10.1
Tehama County,2015,November,7.1
Trinity County,2015,November,7.3
Tulare County,2015,November,10.9
Tuolumne County,2015,November,6.4
Ventura County,2015,November,5.4
Yolo County,2015,November,6.2
Yuba County,2015,November,8.7
Alameda County,2015,December,4.2
Alpine County,2015,December,5.6
Amador County,2015,December,6.2
Butte County,2015,December,6.8
Calaveras County,2015,December,5.9
Colusa County,2015,December,18.9
Contra Costa County,2015,December,4.4
Del Norte County,2015,December,8.6
El Dorado County,2015,December,5.2
Fresno County,2015,December,9.9
Glenn County,2015,December,8.8
Humboldt County,2015,December,5.3
Imperial County,2015,December,22.1
Inyo County,2015,December,5.7
Kern County,2015,December,10.3
Kings County,2015,December,10.4
Lake County,2015,December,7.5
Lassen County,2015,December,7.5
Los Angeles County,2015,December,5.5
Madera County,2015,December,10.2
Marin County,2015,December,3.2
Mariposa County,2015,December,7.8
Mendocino County,2015,December,5.9
Merced County,2015,December,11.6
Modoc County,2015,December,9.1
Mono County,2015,December,5.3
Monterey County,2015,December,10.5
Napa County,2015,December,5.0
Nevada County,2015,December,4.9
Orange County,2015,December,4.0
Placer County,2015,December,4.5
Plumas County,2015,December,12.1
Riverside County,2015,December,5.8
Sacramento County,2015,December,5.4
San Benito County,2015,December,7.3
San Bernardino County,2015,December,5.5
San Diego County,2015,December,4.7
San Francisco County,2015,December,3.2
San Joaquin County,2015,December,8.5
San Luis Obispo County,2015,December,4.5
San Mateo County,2015,December,3.0
Santa Barbara County,2015,December,5.6
Santa Clara County,2015,December,3.7
Santa Cruz County,2015,December,8.1
Shasta County,2015,December,7.3
Sierra County,2015,December,8.3
Siskiyou County,2015,December,10.4
Solano County,2015,December,5.5
Sonoma County,2015,December,4.1
Stanislaus County,2015,December,8.9
Sutter County,2015,December,10.8
Tehama County,2015,December,7.4
Trinity County,2015,December,7.9
Tulare County,2015,December,11.8
Tuolumne County,2015,December,6.5
Ventura County,2015,December,5.3
Yolo County,2015,December,6.3
Yuba County,2015,December,9.0
Alameda County,2016,January,4.5
Alpine County,2016,January,5.3
Amador County,2016,January,6.9
Butte County,2016,January,7.6
Calaveras County,2016,January,6.4
Colusa County,2016,January,23.2
Contra Costa County,2016,January,4.7
Del Norte County,2016,January,9.2
El Dorado County,2016,January,5.6
Fresno County,2016,January,10.9
Glenn County,2016,January,10.1
Humboldt County,2016,January,5.8
Imperial County,2016,January,22.1
Inyo County,2016,January,6.4
Kern County,2016,January,11.2
Kings County,2016,January,11.8
Lake County,2016,January,8.0
Lassen County,2016,January,8.6
Los Angeles County,2016,January,5.8
